packet_count,byte_count,flow_duration,connection_count,request_frequency,failed_connection_count,source_port,destination_port,protocol,direction,device_id,source_ip,destination_ip,threat_label
14526,1766621,53.190755205250845,1205,750.4423826383081,79,26012,8443,UDP,inbound,6,10.20.1.20,198.51.100.21,DDoS
5033,20854269,1572.2563925660354,19,20.31435602015448,1,38737,443,TCP,outbound,4,10.20.3.20,198.51.100.15,Data Exfiltration
11215,79804563,2300.6902992194514,5,23.26181954233139,0,37609,8443,TCP,outbound,7,10.20.1.30,198.51.100.16,Data Exfiltration
34,31789,23.40193967318148,172,21.00619094575504,82,49779,3389,TCP,outbound,3,10.20.2.30,198.51.100.19,Brute Force
23,8389,7.11064779963108,375,95.58043499879241,46,41000,1686,TCP,outbound,11,10.20.3.30,198.51.100.17,Port Scan
721,522564,279.7100139963456,1,13.911513105134304,2,24816,123,TCP,outbound,8,10.20.2.40,198.51.100.20,Normal
106,81719,4.0074754336511536,144,28.84641285131177,64,31800,23,TCP,outbound,7,10.20.1.30,198.51.100.29,Brute Force
22,892,11.528366912250576,125,99.20251530800951,164,17763,1101,TCP,outbound,7,10.20.2.30,198.51.100.22,Port Scan
7218,22067985,37.06729456920665,629,671.8072223258235,4,42051,8443,UDP,inbound,3,10.20.1.30,198.51.100.14,DDoS
26822,8660560,32.67445305302444,137,363.729878455811,0,5860,53,TCP,inbound,5,10.20.4.40,198.51.100.14,DDoS
10599,41908938,1178.4137629494041,19,17.087866222099226,0,65212,8443,TCP,outbound,7,10.20.4.30,198.51.100.25,Data Exfiltration
23915,6556232,55.594753880507085,1144,242.47420560038296,2,32458,80,TCP,inbound,5,10.20.4.30,198.51.100.11,DDoS
126,34069,36.63358508458646,99,7.319766960478635,132,2442,21,TCP,outbound,9,10.20.4.40,198.51.100.10,Brute Force
3423,19275021,415.08310841329416,3,18.632024572130735,3,58484,22,TCP,outbound,7,10.20.4.40,198.51.100.28,Data Exfiltration
26,2712,3.797036672119952,331,52.091171482820315,46,13624,772,TCP,outbound,1,10.20.3.20,198.51.100.25,Port Scan
29,47740,74.933492843685,114,26.872901083198734,81,61539,3389,TCP,outbound,8,10.20.3.20,198.51.100.23,Brute Force
477,722404,268.7236780375414,8,7.8698054782838796,0,17001,53,TCP,outbound,8,10.20.3.10,198.51.100.17,Normal
1676,757955,22.240895608993892,7,10.212949899269365,1,1703,8080,TCP,outbound,9,10.20.1.30,198.51.100.16,Normal
10042,27515909,610.2800395099788,17,21.799814588155822,3,48692,8080,TCP,outbound,10,10.20.4.30,198.51.100.10,Data Exfiltration
4003,74580716,540.4249204313477,16,16.21705837417197,4,19137,443,TCP,outbound,9,10.20.1.10,198.51.100.26,Data Exfiltration
12608,23546460,73.49725160744386,1319,653.428449128068,74,60769,8443,TCP,inbound,4,10.20.1.20,198.51.100.27,DDoS
2,1997,3.4361579411936254,48,31.132482777030944,17,32363,1300,TCP,outbound,7,10.20.4.30,198.51.100.28,Port Scan
7804,21457010,14.088367944302721,955,495.10936033198897,0,6082,8443,TCP,inbound,10,10.20.3.30,198.51.100.22,DDoS
8879,75771178,2070.1236410564175,3,1.348598740945213,3,59288,8443,TCP,outbound,8,10.20.3.40,198.51.100.20,Data Exfiltration
663,60805710,569.7605074806487,15,7.5876164309673575,2,62296,8080,TCP,outbound,5,10.20.1.10,198.51.100.18,Data Exfiltration
19877,13153044,38.816805021788866,1086,410.47683355351523,73,38320,8080,UDP,inbound,3,10.20.1.40,198.51.100.10,DDoS
19,11066,7.1493173889590595,138,32.54481749636089,181,29275,1223,TCP,inbound,2,10.20.4.10,198.51.100.21,Port Scan
77,71788,74.70559751996183,71,7.145716224408548,73,42895,23,TCP,inbound,5,10.20.4.10,198.51.100.29,Brute Force
7156,45180301,1343.9479830234839,1,16.219554045672254,1,18386,8443,TCP,outbound,12,10.20.3.30,198.51.100.12,Data Exfiltration
7358,14690434,321.277736928033,17,10.791647192828732,4,47106,8080,TCP,outbound,3,10.20.3.10,198.51.100.25,Data Exfiltration
1374,625785,144.77179647115557,7,13.075679322371062,0,64812,53,TCP,outbound,9,10.20.4.20,198.51.100.27,Normal
2062,19723533,3.9944593219543414,945,890.6403103341149,15,4579,80,UDP,inbound,3,10.20.1.30,198.51.100.22,DDoS
723,1173773,102.00725440913389,6,10.237532824673291,2,38871,29641,TCP,outbound,8,10.20.4.30,198.51.100.11,Normal
7,10201,9.495753217258038,325,30.416185188892033,123,43728,3,TCP,outbound,11,10.20.2.40,198.51.100.14,Port Scan
351,783738,132.14716098188774,4,1.858380666908798,0,49140,8080,UDP,outbound,5,10.20.3.10,198.51.100.14,Normal
27419,13444541,7.008768666775805,1438,285.7776087875233,65,23788,8080,TCP,inbound,5,10.20.3.30,198.51.100.18,DDoS
23432,23100645,58.88516322776355,1318,361.422166067402,20,15982,8080,UDP,inbound,3,10.20.4.10,198.51.100.26,DDoS
61,71565,11.069391181698501,80,9.911955422427816,89,32507,21,TCP,outbound,2,10.20.2.30,198.51.100.13,Brute Force
6,1552,7.622368538486808,94,92.4183896113106,250,37552,1984,TCP,outbound,6,10.20.3.30,198.51.100.10,Port Scan
9,15667,11.201283782126586,413,56.732886111146485,353,33694,837,TCP,outbound,11,10.20.3.10,198.51.100.25,Port Scan
2526,28732142,2244.9837349194922,23,22.908422008041672,0,22054,443,TCP,outbound,10,10.20.2.40,198.51.100.13,Data Exfiltration
3258,38531008,1050.5382622328852,6,23.4918312273383,1,12712,443,TCP,outbound,5,10.20.1.10,198.51.100.29,Data Exfiltration
11,4796,4.6421288116129755,259,35.27193789375849,349,4240,1016,TCP,outbound,7,10.20.1.20,198.51.100.27,Port Scan
8523,14448753,121.56934142197072,21,6.072970993861357,1,48949,8443,TCP,outbound,2,10.20.4.20,198.51.100.25,Data Exfiltration
331,24548547,194.20750647019756,7,21.31694188264803,4,10696,443,UDP,outbound,12,10.20.4.10,198.51.100.10,Data Exfiltration
4,15829,9.648051578894655,70,65.26358217748582,327,6788,875,TCP,inbound,10,10.20.1.10,198.51.100.26,Port Scan
1012,394201,343.9151732297741,5,10.868874710076547,0,39115,8443,TCP,outbound,8,10.20.1.10,198.51.100.26,Normal
71,13756,18.80467986254784,94,13.889236868888835,72,46743,3389,TCP,inbound,6,10.20.4.10,198.51.100.10,Brute Force
1253,321517,271.2300625030757,4,8.960111322871025,2,24495,8080,UDP,inbound,5,10.20.3.40,198.51.100.23,Normal
27,52222,16.500885088350273,82,26.854495216055657,15,63066,23,TCP,outbound,7,10.20.2.10,198.51.100.27,Brute Force
4,519,11.497733790785722,232,87.54481827485466,123,32338,324,TCP,outbound,6,10.20.2.40,198.51.100.23,Port Scan
145,2662,70.28660032861418,125,5.786821717113695,30,47573,22,TCP,outbound,1,10.20.1.20,198.51.100.18,Brute Force
9451,16239308,665.0101562877816,11,3.3024835925587004,3,16180,8080,UDP,outbound,12,10.20.1.20,198.51.100.19,Data Exfiltration
390,431311,113.00259261513109,8,7.032410200183359,0,2981,443,TCP,outbound,3,10.20.1.20,198.51.100.13,Normal
1741,743196,84.93809610926087,1,3.9815914648118707,0,38015,51719,TCP,outbound,9,10.20.1.30,198.51.100.22,Normal
125,904519,163.5557070386284,2,12.958500145788689,0,41321,23073,TCP,outbound,6,10.20.1.20,198.51.100.15,Normal
4374,13126076,608.9417440717978,18,12.626449281665513,0,1554,8443,TCP,outbound,5,10.20.2.10,198.51.100.15,Data Exfiltration
2,12774,7.171567356984331,371,91.9638633478994,296,1989,860,TCP,outbound,4,10.20.4.10,198.51.100.15,Port Scan
7624,20255312,55.11666602836402,720,819.9195247833052,56,41087,8080,TCP,inbound,6,10.20.4.30,198.51.100.27,DDoS
51,7523,75.82420959893435,92,15.71729532088174,57,21653,21,TCP,outbound,5,10.20.4.40,198.51.100.22,Brute Force
5,5122,7.262133307713539,310,48.27320817634778,56,55555,275,TCP,outbound,12,10.20.1.20,198.51.100.27,Port Scan
19608,11312577,42.675713072737516,262,148.76111708839153,3,3052,80,TCP,inbound,6,10.20.1.30,198.51.100.22,DDoS
2049,20775617,2021.0570002719744,11,13.36135781622025,2,7762,22,TCP,outbound,5,10.20.2.20,198.51.100.13,Data Exfiltration
29,77887,79.31515810297752,134,22.531584920962622,12,36016,23,TCP,outbound,6,10.20.2.40,198.51.100.17,Brute Force
21,5229,9.363035664358733,61,55.9060696683679,198,1377,1794,TCP,inbound,2,10.20.4.40,198.51.100.14,Port Scan
10,3767,9.964445236794083,334,28.34626054636913,31,5808,2010,TCP,outbound,11,10.20.1.40,198.51.100.29,Port Scan
1320,965481,32.27629040998189,1,13.75939017605102,0,49584,8080,TCP,outbound,10,10.20.3.10,198.51.100.19,Normal
2529,43639118,1671.0128129943578,1,12.941989674617876,1,57938,443,UDP,outbound,3,10.20.2.40,198.51.100.28,Data Exfiltration
23,3959,3.399711144043801,328,37.539193168134105,293,28174,1645,TCP,inbound,1,10.20.3.40,198.51.100.18,Port Scan
20130,19766313,50.72488944720439,1263,283.11526326892294,34,64627,80,TCP,inbound,3,10.20.2.40,198.51.100.21,DDoS
602,957632,149.09239510104263,3,13.982882654944218,0,19732,443,TCP,outbound,4,10.20.1.10,198.51.100.25,Normal
764,605962,151.89201461213884,4,6.470210693478274,0,44346,8443,TCP,outbound,3,10.20.2.40,198.51.100.24,Normal
395,67546364,1125.6091380115304,16,15.227401790349807,1,55355,443,TCP,outbound,4,10.20.3.20,198.51.100.12,Data Exfiltration
5750,66426982,1960.795153279019,22,23.117927485893045,0,35442,22,TCP,outbound,4,10.20.2.40,198.51.100.11,Data Exfiltration
134,55179,40.1868225464137,18,10.234292385466103,52,60922,3389,TCP,outbound,7,10.20.4.40,198.51.100.20,Brute Force
48,40075,2.536518976652723,126,33.71911478971081,78,40119,23,TCP,outbound,5,10.20.3.40,198.51.100.18,Brute Force
558,1012857,253.7383286271281,5,4.16252958558417,0,13067,53,TCP,outbound,9,10.20.1.40,198.51.100.29,Normal
648,215731,9.235322983355596,1,12.835901601692543,0,9155,443,UDP,outbound,12,10.20.1.20,198.51.100.13,Normal
244,58681,156.4187675128397,4,3.518642378346904,0,43416,443,TCP,outbound,10,10.20.1.40,198.51.100.26,Normal
134,67260,7.572890237627672,113,24.572121772584666,129,60462,3389,TCP,outbound,10,10.20.1.30,198.51.100.12,Brute Force
7651,62443796,1339.4321455669767,10,23.676992672835095,3,33390,8080,UDP,outbound,12,10.20.4.10,198.51.100.20,Data Exfiltration
21538,23327071,53.41093516722458,1030,419.38598849321517,68,13395,8080,UDP,inbound,8,10.20.1.40,198.51.100.14,DDoS
16,9850,5.813976110383681,76,63.76897733784614,226,8324,1036,TCP,outbound,3,10.20.1.30,198.51.100.16,Port Scan
1450,856919,266.85962933665877,5,11.578610602672157,0,26274,8080,TCP,outbound,2,10.20.1.20,198.51.100.20,Normal
15426,7922283,11.057328873068421,589,714.5197948174839,72,58873,443,UDP,inbound,10,10.20.2.20,198.51.100.18,DDoS
11886,48542073,1720.8396331287304,15,4.826490556959545,3,51785,22,ICMP,outbound,1,10.20.4.40,198.51.100.12,Data Exfiltration
3606,10032854,17.563518230262872,1080,784.7264342335488,33,9830,8443,UDP,inbound,9,10.20.2.40,198.51.100.24,DDoS
3108,2459017,952.0871414057895,21,18.835715575041572,0,49945,8080,TCP,outbound,1,10.20.2.10,198.51.100.22,Data Exfiltration
8561,13370437,2299.8054807635835,23,10.768304322786115,4,42035,22,TCP,outbound,10,10.20.1.30,198.51.100.27,Data Exfiltration
11625,57736197,798.0264268267673,12,4.786109841676019,0,52725,22,UDP,outbound,5,10.20.1.30,198.51.100.10,Data Exfiltration
1214,887762,139.06900812977415,4,5.621408569140366,1,42874,80,TCP,outbound,11,10.20.2.30,198.51.100.17,Normal
28,3230,3.26281203662064,366,62.105301302848375,118,62198,1571,TCP,outbound,11,10.20.4.40,198.51.100.15,Port Scan
27,14447,4.249217362046894,130,24.51092633228997,307,22127,1572,TCP,outbound,6,10.20.2.30,198.51.100.11,Port Scan
6751,78002786,638.9226664876046,3,18.142192678821946,0,20869,22,TCP,outbound,9,10.20.2.20,198.51.100.23,Data Exfiltration
44,54275,41.21938896634143,101,13.967275107820134,41,2515,21,TCP,outbound,1,10.20.1.20,198.51.100.18,Brute Force
4446,46969925,405.1980109341462,9,10.059852234356867,3,10248,22,TCP,outbound,2,10.20.2.10,198.51.100.13,Data Exfiltration
72,57896,23.415363929660803,157,8.034212873653335,103,34303,21,TCP,outbound,1,10.20.1.30,198.51.100.15,Brute Force
12,3989,8.803122511617115,319,5.639977450288961,174,36435,1834,TCP,outbound,9,10.20.3.30,198.51.100.22,Port Scan
7346,1063252,68.11793344393011,514,794.5643811430042,35,2462,80,TCP,inbound,12,10.20.2.10,198.51.100.10,DDoS
3819,1524857,57.90107335101873,827,354.7813484299058,23,55075,53,UDP,inbound,2,10.20.2.40,198.51.100.21,DDoS
21250,2389165,15.67338540457907,1391,738.8274481119299,10,60973,8443,TCP,inbound,4,10.20.2.20,198.51.100.24,DDoS
71,82521,8.49651737779923,37,6.377396848218689,31,14889,3389,TCP,outbound,7,10.20.3.10,198.51.100.21,Brute Force
12,1556,10.394298126964983,314,80.32041987772978,66,6502,349,TCP,outbound,4,10.20.4.40,198.51.100.20,Port Scan
20744,4593004,47.08329965839398,932,125.15937286098591,13,51900,443,TCP,inbound,12,10.20.1.30,198.51.100.13,DDoS
7119,45294912,1341.1593296662509,2,6.510667952783983,2,18275,8080,TCP,outbound,2,10.20.4.10,198.51.100.25,Data Exfiltration
5650,55742441,158.90750103806855,17,3.229407175713079,2,44403,22,TCP,outbound,4,10.20.4.30,198.51.100.11,Data Exfiltration
18,9553,7.145010808374539,348,80.49706223171275,170,33686,1865,TCP,inbound,1,10.20.1.40,198.51.100.17,Port Scan
1972,22793886,4.138077011854526,1713,157.33734674518374,16,60133,443,TCP,inbound,8,10.20.1.20,198.51.100.16,DDoS
31,80698,50.79285074528671,132,25.30614353854028,102,21288,3389,TCP,inbound,8,10.20.4.20,198.51.100.12,Brute Force
3,261,2.837063757651056,199,15.141715875428602,313,5131,1566,TCP,outbound,8,10.20.1.20,198.51.100.28,Port Scan
722,171406,280.0101091006656,6,3.673537490109687,2,55088,53,TCP,inbound,5,10.20.2.20,198.51.100.21,Normal
887,47124465,1662.667503705564,11,15.927817918246822,0,5689,443,TCP,outbound,5,10.20.1.10,198.51.100.13,Data Exfiltration
1184,725568,19.98681357840988,2,11.814875537568431,1,2866,80,TCP,inbound,4,10.20.3.30,198.51.100.14,Normal
555,504853,42.337000893672176,5,3.558889170752518,0,21735,53,TCP,outbound,8,10.20.3.20,198.51.100.11,Normal
1695,32106945,174.9839785333716,15,2.7093299990469197,2,28564,8443,TCP,outbound,3,10.20.1.30,198.51.100.27,Data Exfiltration
20257,20092692,36.38347988530755,1074,303.83978235363344,48,1248,80,TCP,inbound,6,10.20.2.40,198.51.100.24,DDoS
110,5528,71.19933692100004,118,1.155094653851681,128,39983,3389,TCP,inbound,4,10.20.1.10,198.51.100.24,Brute Force
6730,24859951,45.857385007831795,290,588.3034879639418,61,50019,443,TCP,inbound,3,10.20.2.40,198.51.100.27,DDoS
1615,476176,267.2161279207858,4,12.403726161767059,0,53529,8443,TCP,outbound,2,10.20.1.20,198.51.100.12,Normal
11995,42965059,1433.8329147994564,3,11.943775202985156,1,18396,8080,UDP,outbound,5,10.20.4.40,198.51.100.14,Data Exfiltration
22,17863,8.559701099026388,334,38.667845153145414,8,44294,1173,TCP,inbound,3,10.20.1.10,198.51.100.19,Port Scan
965,494727,227.03577954862254,2,8.689260582284687,0,14353,443,TCP,inbound,12,10.20.3.10,198.51.100.26,Normal
148,92240,45.71857180723214,140,33.041713757470724,52,39430,21,TCP,outbound,4,10.20.2.40,198.51.100.25,Brute Force
7441,24177809,752.9458871829239,10,11.768899601782158,2,27656,22,TCP,outbound,7,10.20.4.40,198.51.100.10,Data Exfiltration
9192,58563730,933.5219246523537,5,12.062239192434236,4,8192,22,TCP,outbound,12,10.20.2.20,198.51.100.23,Data Exfiltration
60,73989,54.48034644751886,93,10.014299303641948,83,20293,22,TCP,outbound,6,10.20.2.10,198.51.100.22,Brute Force
99,86547,78.71177970933329,92,12.122587602447954,37,25879,22,TCP,outbound,8,10.20.3.20,198.51.100.16,Brute Force
274,106944,224.69110903947694,6,11.615661093850992,0,18173,8443,TCP,outbound,5,10.20.4.40,198.51.100.23,Normal
47,91202,47.61521556358313,58,3.9938763493869653,148,37164,3389,TCP,inbound,11,10.20.3.20,198.51.100.10,Brute Force
5500,15641152,2287.2325326855953,17,1.7865490112445768,4,57859,22,UDP,outbound,4,10.20.1.10,198.51.100.16,Data Exfiltration
526,998934,152.03273584580222,6,11.52620195272369,1,59719,123,TCP,inbound,6,10.20.4.40,198.51.100.13,Normal
9644,6555130,2294.3864053224324,12,13.493820857338601,1,10232,443,TCP,outbound,10,10.20.2.20,198.51.100.29,Data Exfiltration
924,770480,179.62105631319093,4,2.5319030675545116,2,11440,8080,TCP,outbound,5,10.20.2.20,198.51.100.20,Normal
11170,6370543,19.230000460244778,1773,754.8506162800816,56,6834,8080,UDP,inbound,12,10.20.4.40,198.51.100.21,DDoS
2180,16171217,20.21565858889303,1764,289.30307711157616,76,6364,8443,UDP,inbound,5,10.20.1.10,198.51.100.12,DDoS
7080,73518050,1662.4659645923546,4,17.16009732567851,1,21024,8080,TCP,outbound,11,10.20.2.40,198.51.100.25,Data Exfiltration
3173,4658832,56.02626664208554,1433,388.7210829752328,42,40537,443,TCP,inbound,10,10.20.1.10,198.51.100.28,DDoS
1462,77556,164.1657788727269,3,9.043110414291869,1,9805,8443,TCP,outbound,7,10.20.1.10,198.51.100.21,Normal
1366,585058,44.52704381830406,7,5.116606165730505,2,61934,53,TCP,outbound,9,10.20.4.40,198.51.100.18,Normal
1376,321005,329.22131273263227,3,8.22315872792822,0,14992,53,TCP,outbound,5,10.20.4.40,198.51.100.14,Normal
3261,73438283,1400.9729342465605,17,24.07918227972267,4,32219,22,TCP,outbound,6,10.20.4.30,198.51.100.10,Data Exfiltration
11452,32631984,1745.2883154958402,11,3.982129087500263,0,41577,8443,TCP,outbound,8,10.20.3.10,198.51.100.19,Data Exfiltration
12366,9507795,47.31163122712585,878,157.9535050381258,30,23720,53,TCP,inbound,6,10.20.4.40,198.51.100.18,DDoS
1280,685680,170.44890854319982,8,3.519165256215652,0,22105,123,TCP,outbound,8,10.20.4.10,198.51.100.19,Normal
5647,52195925,2181.3406198369644,19,16.100411925443503,1,38127,8443,ICMP,outbound,9,10.20.1.10,198.51.100.15,Data Exfiltration
2019,594579,19.323185917364327,697,332.7562302933763,5,26632,443,UDP,inbound,6,10.20.4.10,198.51.100.18,DDoS
13758,24819206,18.838838545834324,447,588.4610528707815,37,23136,53,TCP,inbound,3,10.20.1.30,198.51.100.27,DDoS
625,129506,355.16878887878414,1,5.24268997579085,0,47512,53,ICMP,outbound,12,10.20.3.20,198.51.100.27,Normal
116,35170,41.77811751438213,66,4.339327336629351,94,49426,21,TCP,outbound,5,10.20.3.30,198.51.100.29,Brute Force
54,32547,74.72677338076484,78,7.368704051525375,82,23399,23,TCP,outbound,6,10.20.4.10,198.51.100.19,Brute Force
12,300,10.404329276679253,46,11.210863134657437,54,45095,359,TCP,outbound,7,10.20.3.10,198.51.100.28,Port Scan
5342,31519136,2041.7147770821916,21,13.95296835978771,4,43626,8443,UDP,outbound,8,10.20.4.20,198.51.100.20,Data Exfiltration
4112,64294440,159.5690065231542,2,9.545741303746023,4,15153,22,TCP,outbound,5,10.20.2.30,198.51.100.10,Data Exfiltration
7,12968,10.610832254251317,297,68.11064259395536,52,60420,1542,TCP,outbound,8,10.20.2.40,198.51.100.26,Port Scan
681,266281,271.9267147633198,8,0.613171364659928,0,6756,80,ICMP,outbound,9,10.20.2.30,198.51.100.27,Normal
5194,33087299,1562.551542471258,20,15.460203809441229,1,28247,8080,TCP,outbound,9,10.20.3.40,198.51.100.27,Data Exfiltration
28,17188,6.4620918266422365,271,80.27453074731824,115,54948,75,TCP,outbound,4,10.20.4.30,198.51.100.19,Port Scan
7453,23392378,962.5157379612742,6,7.977260899720897,3,43802,8080,TCP,outbound,12,10.20.2.30,198.51.100.10,Data Exfiltration
397,898875,62.977515283228186,8,2.3693070877167393,0,37225,53,UDP,outbound,12,10.20.3.40,198.51.100.11,Normal
27,2964,1.121289039696227,400,59.067604295304264,163,51585,1077,TCP,outbound,11,10.20.2.30,198.51.100.15,Port Scan
127,1158,79.67073284199772,51,28.22851283132814,8,25047,23,TCP,outbound,2,10.20.1.30,198.51.100.27,Brute Force
1696,742855,271.612553505304,4,5.140018632458132,0,24455,80,TCP,outbound,6,10.20.1.40,198.51.100.18,Normal
1033,847793,181.01690924661003,6,7.131045411140704,0,35263,53,TCP,outbound,1,10.20.3.30,198.51.100.17,Normal
4127,26859369,2093.1970759453857,15,3.9715119506753656,3,39121,8443,TCP,outbound,12,10.20.1.30,198.51.100.14,Data Exfiltration
1581,123993,105.34350722872416,3,11.094324376212906,2,15163,80,TCP,outbound,12,10.20.1.40,198.51.100.22,Normal
1573,1153864,148.47024280195222,3,0.5703079373941182,0,8695,53,TCP,outbound,10,10.20.2.40,198.51.100.12,Normal
11842,24042112,361.5634818780501,3,3.5576320379995003,1,63914,443,TCP,outbound,6,10.20.1.30,198.51.100.24,Data Exfiltration
27266,21144149,88.08341961021337,1359,742.3050518681673,29,42368,8080,UDP,inbound,2,10.20.3.30,198.51.100.22,DDoS
25,9368,5.881323190142334,219,33.30777433197767,233,59306,1145,TCP,outbound,10,10.20.2.30,198.51.100.21,Port Scan
15880,6067361,81.46453275000992,364,862.9562582448152,0,59980,80,TCP,inbound,1,10.20.4.20,198.51.100.18,DDoS
28,15608,7.620989926179442,83,37.841456382037805,93,18115,1385,TCP,outbound,7,10.20.3.10,198.51.100.19,Port Scan
6639,22802205,1433.0560192452278,4,20.36795088267104,0,16117,8443,TCP,outbound,5,10.20.4.30,198.51.100.25,Data Exfiltration
7142,34941220,1167.7761108145446,18,19.796527252948007,4,16146,8443,TCP,outbound,1,10.20.2.40,198.51.100.21,Data Exfiltration
7692,19149826,562.0056138178567,10,19.96244846936792,2,63886,8443,TCP,outbound,7,10.20.2.40,198.51.100.14,Data Exfiltration
1288,1010224,15.499430077820222,4,3.625355986535307,0,16683,8080,TCP,outbound,1,10.20.3.10,198.51.100.16,Normal
50,18585,45.328447294770925,38,12.343396505229304,107,32923,23,TCP,outbound,11,10.20.4.30,198.51.100.20,Brute Force
154,39964,7.546801282424981,127,31.313602603874546,27,7436,21,TCP,outbound,1,10.20.1.40,198.51.100.27,Brute Force
1807,25466727,500.9357500137434,6,14.075806308267373,2,61720,8443,TCP,outbound,11,10.20.1.10,198.51.100.19,Data Exfiltration
1068,3639703,68.75325866602907,689,535.996396793746,24,45600,8443,TCP,inbound,3,10.20.4.40,198.51.100.10,DDoS
108,26265,53.563287064147254,43,33.412895130372654,10,52371,21,TCP,outbound,3,10.20.2.10,198.51.100.27,Brute Force
